IN023160900,20160101,6.084048327604997
IN023160900,20160102,5.691633780584059
IN023160900,20160103,6.020590695243074
IN023160900,20160104,6.30342998359572
IN023160900,20160105,7.220562388918665
IN023160900,20160106,5.3636263138818405
IN023160900,20160107,5.998229849870334
IN023160900,20160108,6.14944368534062
IN023160900,20160109,5.029183620864259
IN023160900,20160110,4.855719491895655
IN023160900,20160111,5.469832058721803
IN023160900,20160112,5.850394817061973
IN023160900,20160113,6.537238165543982
IN023160900,20160114,6.718074668996138
IN023160900,20160115,6.974878538576149
IN023160900,20160116,7.69480003327979
IN023160900,20160117,8.075759879159975
IN023160900,20160118,6.542387115635048
IN023160900,20160119,5.623743591149616
IN023160900,20160120,5.938928763122089
IN023160900,20160121,4.9383352907978875
IN023160900,20160122,6.203254669653779
IN023160900,20160123,4.6787033779028775
IN023160900,20160124,5.4348791425134095
IN023160900,20160125,6.26103490971072
IN023160900,20160126,7.367025602073191
IN023160900,20160127,6.482539165050877
IN023160900,20160128,7.696204283472007
IN023160900,20160129,7.612609814061528
IN023160900,20160130,7.620708949137068
IN023160900,20160131,6.785204104903079
IN023160900,20160201,6.773097893432464
IN023160900,20160202,8.636377000980076
IN023160900,20160203,8.406702376786626
IN023160900,20160204,8.201903835900026
IN023160900,20160205,9.032013284040346
IN023160900,20160206,9.859469747340427
IN023160900,20160207,8.62257093723133
IN023160900,20160208,8.429891176332035
IN023160900,20160209,8.42415692597072
IN023160900,20160210,8.402847915632606
IN023160900,20160211,7.886153016434214
IN023160900,20160212,8.346937239013336
IN023160900,20160213,8.394772075231113
IN023160900,20160214,9.75121348480377
IN023160900,20160215,9.439964271093089
IN023160900,20160216,9.277745267245571
IN023160900,20160217,8.924457981266782
IN023160900,20160218,10.107263729892253
IN023160900,20160219,9.432861400894183
IN023160900,20160220,10.774371132828307
IN023160900,20160221,10.644902139280859
IN023160900,20160222,11.071283561406545
IN023160900,20160223,11.72302113370533
IN023160900,20200223,11.895795728320167
IN023160900,20160224,11.477117250600791
IN023160900,20160225,11.122004668049797
IN023160900,20160226,10.822268818802755
IN023160900,20160227,10.978564399353303
IN023160900,20160228,10.581727357099965
IN023160900,20160229,11.920000000000002
IN023160900,20160301,11.654870349348869
IN023160900,20160302,11.415501429103998
IN023160900,20160303,11.104237163650932
IN023160900,20160304,11.830621064512286
IN023160900,20160305,12.851710077240881
IN023160900,20160306,11.290555962726415
IN023160900,20160307,11.991035469107558
IN023160900,20160308,11.289646096953227
IN023160900,20160309,12.141586942276767
IN023160900,20160310,12.435790202218854
IN023160900,20160311,12.309424891588572
IN023160900,20160312,12.249919376592235
IN023160900,20160313,12.539915646637652
IN023160900,20160314,12.068574314309323
IN023160900,20160315,12.105244349254287
IN023160900,20160316,13.37571732828492
IN023160900,20160317,13.54797734627833
IN023160900,20160318,14.276610509222849
IN023160900,20160319,14.667249657064474
IN023160900,20160320,15.312658489218279
IN023160900,20160321,15.189413605365814
IN023160900,20160322,14.511069622186767
