"","Dates","P_TMAX","P_TMIN","A_TMAX","A_TMIN"
"1",2016-06-01,33.75,22.7314814814815,33.3333333333333,21.6666666666667
"2",2016-06-02,34.3055555555556,22.1759259259259,27.7777777777778,21.1111111111111
"3",2016-06-03,33.1944444444444,23.287037037037,31.6666666666667,21.1111111111111
"4",2016-06-04,33.75,21.6203703703704,30.5555555555556,20.5555555555556
"5",2016-06-05,28.75,19.9537037037037,30.5555555555556,21.6666666666667
"6",2016-06-06,31.5277777777778,21.6203703703704,31.6666666666667,21.6666666666667
"7",2016-06-07,31.5277777777778,22.1759259259259,31.1111111111111,21.6666666666667
